claim_id,state,district,anomaly_type,severity,description,evidence
FRA-19802,Madhya Pradesh,Betul,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 5.49 ha | Recorded: 2.03 ha | Difference: 3.46 ha (63.0%)
FRA-19831,Odisha,Sundargarh,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 9.5 ha | Recorded: 0.76 ha | Difference: 8.74 ha (92.0%)
FRA-19834,Gujarat,Tapi,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.02 ha | Recorded: 1.21 ha | Difference: 5.81 ha (82.8%)
FRA-19885,Gujarat,Valsad,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 7.85 ha | Recorded: 1.62 ha | Difference: 6.23 ha (79.4%)
FRA-19932,Madhya Pradesh,Dindori,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 9.95 ha | Recorded: 2.73 ha | Difference: 7.22 ha (72.6%)
FRA-19939,Madhya Pradesh,Balaghat,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 8.82 ha | Recorded: 0.54 ha | Difference: 8.28 ha (93.9%)
FRA-19944,Maharashtra,Nandurbar,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 9.44 ha | Recorded: 1.3 ha | Difference: 8.14 ha (86.2%)
FRA-19979,Madhya Pradesh,Balaghat,LAND_MISMATCH,HIGH,Claimed land area differs significantly from the recorded land area.,Claimed: 10.74 ha | Recorded: 0.81 ha | Difference: 9.93 ha (92.5%)
FRA-10000,Rajasthan,Udaipur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-07-03 | Pending for approximately 1524 days
FRA-10001,Maharashtra,Nandurbar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-03-25 | Pending for approximately 1624 days
FRA-10007,Chhattisgarh,Korba,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-07-20 | Pending for approximately 1872 days
FRA-10009,Odisha,Mayurbhanj,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-12-11 | Pending for approximately 1728 days
FRA-10013,Jharkhand,West Singhbhum,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-10-16 | Pending for approximately 1054 days
FRA-10014,Madhya Pradesh,Balaghat,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-06-11 | Pending for approximately 450 days
FRA-10020,Jharkhand,Gumla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-12-01 | Pending for approximately 2103 days
FRA-10024,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-07-27 | Pending for approximately 2230 days
FRA-10028,Gujarat,Dangs,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-04-11 | Pending for approximately 511 days
FRA-10029,Rajasthan,Dungarpur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-10-11 | Pending for approximately 2154 days
FRA-10035,Odisha,Koraput,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-07-08 | Pending for approximately 2249 days
FRA-10045,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-04-14 | Pending for approximately 1969 days
FRA-10047,Jharkhand,West Singhbhum,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-10-29 | Pending for approximately 1041 days
FRA-10049,Gujarat,Narmada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-04-08 | Pending for approximately 1975 days
FRA-10050,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-02-19 | Pending for approximately 1293 days
FRA-10056,Maharashtra,Yavatmal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-10-13 | Pending for approximately 1422 days
FRA-10058,Rajasthan,Udaipur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-11-03 | Pending for approximately 2131 days
FRA-10061,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-07-26 | Pending for approximately 1501 days
FRA-10066,Maharashtra,Gadchiroli,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-09-22 | Pending for approximately 1808 days
FRA-10069,Rajasthan,Dungarpur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-08-09 | Pending for approximately 756 days
FRA-10073,Madhya Pradesh,Mandla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-01-08 | Pending for approximately 970 days
FRA-10074,Jharkhand,West Singhbhum,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-08-09 | Pending for approximately 1852 days
FRA-10079,Jharkhand,Simdega,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-05-27 | Pending for approximately 465 days
FRA-10081,Chhattisgarh,Kanker,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-04-12 | Pending for approximately 2336 days
FRA-10082,Rajasthan,Pratapgarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-06-01 | Pending for approximately 2286 days
FRA-10086,Maharashtra,Nandurbar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-01-12 | Pending for approximately 2427 days
FRA-10087,Madhya Pradesh,Balaghat,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-08-19 | Pending for approximately 1112 days
FRA-10088,Gujarat,Valsad,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-08-25 | Pending for approximately 375 days
FRA-10091,Rajasthan,Sirohi,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-01-23 | Pending for approximately 589 days
FRA-10092,Rajasthan,Banswara,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-04-26 | Pending for approximately 496 days
FRA-10094,Madhya Pradesh,Chhindwara,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-05-29 | Pending for approximately 463 days
FRA-10096,Odisha,Mayurbhanj,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-06-29 | Pending for approximately 797 days
FRA-10099,Maharashtra,Amravati,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-04-17 | Pending for approximately 1601 days
FRA-10107,Chhattisgarh,Korba,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-02-27 | Pending for approximately 2015 days
FRA-10108,Chhattisgarh,Korba,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-03-07 | Pending for approximately 911 days
FRA-10111,Rajasthan,Pratapgarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-06-19 | Pending for approximately 1173 days
FRA-10117,Gujarat,Valsad,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-03-21 | Pending for approximately 1263 days
FRA-10121,Odisha,Mayurbhanj,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-09-14 | Pending for approximately 1451 days
FRA-10126,Rajasthan,Pratapgarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-12-15 | Pending for approximately 994 days
FRA-10127,Jharkhand,Gumla,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-11-29 | Pending for approximately 644 days
FRA-10129,Jharkhand,West Singhbhum,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-12-02 | Pending for approximately 1372 days
FRA-10134,Chhattisgarh,Korba,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-05-23 | Pending for approximately 1930 days
FRA-10139,Jharkhand,Latehar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-05-16 | Pending for approximately 1937 days
FRA-10141,Chhattisgarh,Korba,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-12-16 | Pending for approximately 993 days
FRA-10143,Odisha,Sundargarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-01-31 | Pending for approximately 2042 days
FRA-10149,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-05-07 | Pending for approximately 1216 days
FRA-10151,Madhya Pradesh,Balaghat,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-12-16 | Pending for approximately 627 days
FRA-10152,Madhya Pradesh,Chhindwara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-07-26 | Pending for approximately 2231 days
FRA-10155,Gujarat,Tapi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-03-31 | Pending for approximately 1253 days
FRA-10158,Maharashtra,Amravati,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-12-04 | Pending for approximately 1370 days
FRA-10159,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-04-29 | Pending for approximately 1954 days
FRA-10160,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-07-01 | Pending for approximately 1891 days
FRA-10161,Rajasthan,Sirohi,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-01-03 | Pending for approximately 609 days
FRA-10163,Jharkhand,West Singhbhum,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-03-08 | Pending for approximately 545 days
FRA-10167,Chhattisgarh,Kanker,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-04-07 | Pending for approximately 1976 days
FRA-10172,Chhattisgarh,Surguja,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-09-21 | Pending for approximately 1444 days
FRA-10174,Maharashtra,Nandurbar,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-05-15 | Pending for approximately 477 days
FRA-10176,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-08-20 | Pending for approximately 1841 days
FRA-10179,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-09-10 | Pending for approximately 1820 days
FRA-10181,Madhya Pradesh,Chhindwara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-01-31 | Pending for approximately 2042 days
FRA-10186,Madhya Pradesh,Betul,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-06-12 | Pending for approximately 814 days
FRA-10187,Maharashtra,Yavatmal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-04-24 | Pending for approximately 1229 days
FRA-10188,Odisha,Kandhamal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-06-16 | Pending for approximately 1176 days
FRA-10189,Madhya Pradesh,Mandla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-08-21 | Pending for approximately 1110 days
FRA-10190,Jharkhand,Gumla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-01-06 | Pending for approximately 1337 days
FRA-10194,Chhattisgarh,Kanker,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-08-02 | Pending for approximately 763 days
FRA-10212,Chhattisgarh,Surguja,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-01-16 | Pending for approximately 2057 days
FRA-10216,Rajasthan,Udaipur,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-05-07 | Pending for approximately 485 days
FRA-10217,Rajasthan,Dungarpur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-12-31 | Pending for approximately 2073 days
FRA-10221,Madhya Pradesh,Balaghat,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-04-22 | Pending for approximately 1961 days
FRA-10222,Madhya Pradesh,Mandla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-09-04 | Pending for approximately 2191 days
FRA-10223,Rajasthan,Sirohi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-12-08 | Pending for approximately 2096 days
FRA-10225,Madhya Pradesh,Dindori,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-11-21 | Pending for approximately 1018 days
FRA-10228,Odisha,Keonjhar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-05-24 | Pending for approximately 2294 days
FRA-10229,Gujarat,Dangs,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-08-03 | Pending for approximately 2223 days
FRA-10230,Odisha,Mayurbhanj,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-04-01 | Pending for approximately 1617 days
FRA-10232,Madhya Pradesh,Dindori,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-07-08 | Pending for approximately 423 days
FRA-10234,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-11-01 | Pending for approximately 2133 days
FRA-10238,Jharkhand,Simdega,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-09-21 | Pending for approximately 2174 days
FRA-10240,Odisha,Keonjhar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-10-03 | Pending for approximately 1432 days
FRA-10242,Jharkhand,Simdega,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-07-30 | Pending for approximately 1132 days
FRA-10245,Odisha,Koraput,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-08-10 | Pending for approximately 1486 days
FRA-10248,Rajasthan,Sirohi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-12-19 | Pending for approximately 1720 days
FRA-10252,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-03-23 | Pending for approximately 2356 days
FRA-10257,Maharashtra,Nashik,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-01-31 | Pending for approximately 2042 days
FRA-10268,Maharashtra,Yavatmal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-06-25 | Pending for approximately 1532 days
FRA-10269,Maharashtra,Nandurbar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-10-30 | Pending for approximately 1405 days
FRA-10270,Odisha,Koraput,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-02-13 | Pending for approximately 2029 days
FRA-10279,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-03-08 | Pending for approximately 910 days
FRA-10280,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-06-17 | Pending for approximately 1905 days
FRA-10282,Rajasthan,Udaipur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-02-10 | Pending for approximately 937 days
FRA-10283,Madhya Pradesh,Mandla,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-04-19 | Pending for approximately 1964 days
FRA-10284,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-07-15 | Pending for approximately 1877 days
FRA-10286,Maharashtra,Gadchiroli,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-03-28 | Pending for approximately 1986 days
FRA-10294,Rajasthan,Pratapgarh,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-02-23 | Pending for approximately 558 days
FRA-10298,Odisha,Sundargarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-05-28 | Pending for approximately 829 days
FRA-10299,Chhattisgarh,Korba,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-08-05 | Pending for approximately 395 days
FRA-10302,Jharkhand,Simdega,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-12-15 | Pending for approximately 1724 days
FRA-10304,Chhattisgarh,Dantewada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-12-29 | Pending for approximately 1345 days
FRA-10308,Madhya Pradesh,Betul,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-10-21 | Pending for approximately 1779 days
FRA-10314,Gujarat,Dangs,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-02-23 | Pending for approximately 558 days
FRA-10319,Chhattisgarh,Korba,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-11-01 | Pending for approximately 1403 days
FRA-10320,Jharkhand,Ranchi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-02-06 | Pending for approximately 2036 days
FRA-10322,Madhya Pradesh,Balaghat,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-11-21 | Pending for approximately 652 days
FRA-10330,Rajasthan,Banswara,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-01-23 | Pending for approximately 955 days
FRA-10331,Chhattisgarh,Surguja,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-08-10 | Pending for approximately 755 days
FRA-10333,Jharkhand,West Singhbhum,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-08-09 | Pending for approximately 756 days
FRA-10334,Odisha,Keonjhar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-03-29 | Pending for approximately 889 days
FRA-10337,Maharashtra,Nashik,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-12-09 | Pending for approximately 2095 days
FRA-10344,Rajasthan,Pratapgarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-03-03 | Pending for approximately 2376 days
FRA-10348,Jharkhand,Ranchi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-03-22 | Pending for approximately 1262 days
FRA-10350,Odisha,Koraput,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-11-17 | Pending for approximately 2117 days
FRA-10353,Madhya Pradesh,Dindori,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-01-21 | Pending for approximately 957 days
FRA-10361,Maharashtra,Amravati,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-04-22 | Pending for approximately 500 days
FRA-10362,Rajasthan,Pratapgarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-03-09 | Pending for approximately 1275 days
FRA-10366,Chhattisgarh,Korba,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-05-15 | Pending for approximately 842 days
FRA-10371,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-04-27 | Pending for approximately 1956 days
FRA-10375,Rajasthan,Pratapgarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-06-10 | Pending for approximately 2277 days
FRA-10387,Jharkhand,West Singhbhum,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-11-12 | Pending for approximately 2122 days
FRA-10398,Chhattisgarh,Korba,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-10-10 | Pending for approximately 1425 days
FRA-10402,Gujarat,Narmada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-12-25 | Pending for approximately 1714 days
FRA-10413,Chhattisgarh,Surguja,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-07-14 | Pending for approximately 417 days
FRA-10417,Odisha,Sundargarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-05-06 | Pending for approximately 1582 days
FRA-10419,Maharashtra,Gadchiroli,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-10-01 | Pending for approximately 1799 days
FRA-10420,Rajasthan,Dungarpur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-10-04 | Pending for approximately 2161 days
FRA-10421,Jharkhand,Ranchi,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-10-16 | Pending for approximately 1054 days
FRA-10423,Madhya Pradesh,Dindori,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-03-16 | Pending for approximately 902 days
FRA-10424,Rajasthan,Udaipur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-08-31 | Pending for approximately 1465 days
FRA-10433,Odisha,Kandhamal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-02-25 | Pending for approximately 2017 days
FRA-10434,Jharkhand,West Singhbhum,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-10-13 | Pending for approximately 1787 days
FRA-10439,Gujarat,Valsad,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-06-02 | Pending for approximately 824 days
FRA-10441,Rajasthan,Pratapgarh,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-07-16 | Pending for approximately 1876 days
FRA-10445,Madhya Pradesh,Balaghat,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-02-02 | Pending for approximately 579 days
FRA-10447,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-02-12 | Pending for approximately 1300 days
FRA-10449,Gujarat,Narmada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-08-10 | Pending for approximately 1851 days
FRA-10452,Jharkhand,Simdega,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-02-06 | Pending for approximately 2036 days
FRA-10453,Odisha,Koraput,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-02-04 | Pending for approximately 2404 days
FRA-10454,Maharashtra,Gadchiroli,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-06-07 | Pending for approximately 1550 days
FRA-10455,Gujarat,Bharuch,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-03-30 | Pending for approximately 1984 days
FRA-10458,Madhya Pradesh,Mandla,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2024-12-31 | Pending for approximately 612 days
FRA-10462,Madhya Pradesh,Betul,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-03-01 | Pending for approximately 1648 days
FRA-10463,Jharkhand,West Singhbhum,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-10-21 | Pending for approximately 1049 days
FRA-10467,Maharashtra,Nashik,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2024-08-27 | Pending for approximately 738 days
FRA-10468,Jharkhand,West Singhbhum,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-06-17 | Pending for approximately 444 days
FRA-10470,Gujarat,Valsad,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2022-08-23 | Pending for approximately 1473 days
FRA-10471,Gujarat,Narmada,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-09-03 | Pending for approximately 1827 days
FRA-10472,Odisha,Kandhamal,DELAYED_CLAIM,MEDIUM,Pending claim has remained unresolved for more than one year.,Submitted: 2025-01-30 | Pending for approximately 582 days
FRA-10475,Maharashtra,Nashik,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-07-22 | Pending for approximately 1870 days
FRA-10477,Maharashtra,Nashik,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-09-02 | Pending for approximately 1828 days
FRA-10489,Maharashtra,Nandurbar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-07-20 | Pending for approximately 1142 days
FRA-10490,Maharashtra,Nashik,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-06-25 | Pending for approximately 1897 days
FRA-10493,Rajasthan,Dungarpur,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-02-12 | Pending for approximately 1300 days
FRA-10496,Maharashtra,Yavatmal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-05-27 | Pending for approximately 1196 days
FRA-10497,Madhya Pradesh,Betul,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-06-10 | Pending for approximately 1912 days
FRA-10504,Chhattisgarh,Bastar,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2020-03-12 | Pending for approximately 2367 days
FRA-10506,Madhya Pradesh,Betul,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2021-03-17 | Pending for approximately 1997 days
FRA-10510,Maharashtra,Yavatmal,DELAYED_CLAIM,HIGH,Pending claim has remained unresolved for more than one year.,Submitted: 2023-07-11 | Pending for approximately 1151 days
