claim_id,state,district,village,claim_type,claimant_id,latitude,longitude,area_claimed,submission_date,last_updated,decision_date,status
FRA-10757,Jharkhand,West Singhbhum,Village-291,IFR,CLM-132844,18.518597,75.668377,3.91,2021-04-13,2021-09-07,2022-01-08,APPROVED
FRA-10758,Gujarat,Valsad,Village-130,CFR,CLM-766566,22.810315,78.286504,2.09,2022-05-24,2022-06-25,,UNDER_REVIEW
FRA-10759,Maharashtra,Gadchiroli,Village-28,IFR,CLM-196931,23.751514,75.300979,3.65,2025-01-23,2026-04-19,,PENDING
FRA-10760,Gujarat,Valsad,Village-468,IFR,CLM-826559,24.259129,78.4598,4.07,2024-09-12,2025-05-21,2025-01-02,APPROVED
FRA-10761,Jharkhand,Latehar,Village-479,IFR,CLM-254650,17.599307,84.206264,1.58,2026-06-27,2026-06-30,2026-06-30,APPROVED
FRA-10762,Madhya Pradesh,Betul,Village-19,IFR,CLM-329242,21.972415,80.229713,6.74,2025-01-19,2026-05-21,2025-10-06,APPROVED
FRA-10763,Rajasthan,Sirohi,Village-417,CFR,CLM-481466,21.537855,73.179638,2.07,2022-06-04,2022-12-04,2023-06-16,APPROVED
FRA-10764,Odisha,Sundargarh,Village-219,CFR,CLM-648583,19.962103,83.352323,7.99,2025-08-06,2026-06-30,,PENDING
FRA-10765,Maharashtra,Amravati,Village-325,IFR,CLM-397007,22.117239,81.503523,3.77,2021-10-28,2022-08-06,,PENDING
FRA-10766,Gujarat,Dangs,Village-228,IFR,CLM-627812,23.990602,74.246276,4.22,2021-08-16,2024-10-08,,PENDING
FRA-10767,Odisha,Keonjhar,Village-238,IFR,CLM-532993,19.954296,82.92189,1.36,2026-03-09,2026-06-30,2026-06-10,APPROVED
FRA-10768,Odisha,Koraput,Village-461,IFR,CLM-534694,20.403016,76.01943,6.79,2022-12-19,2023-05-30,,PENDING
FRA-10769,Madhya Pradesh,Dindori,Village-124,CFR,CLM-682735,24.214124,85.410364,6.06,2025-10-26,2026-06-30,2026-02-20,REJECTED
FRA-10770,Jharkhand,West Singhbhum,Village-82,CFR,CLM-558648,20.321833,76.976562,1.47,2026-06-24,2026-06-30,2026-06-30,REJECTED
FRA-10771,Rajasthan,Dungarpur,Village-48,IFR,CLM-197795,18.613372,77.030058,6.22,2024-05-24,2025-08-03,2025-04-02,APPROVED
FRA-10772,Madhya Pradesh,Chhindwara,Village-233,IFR,CLM-765282,22.696377,74.63185,7.79,2026-02-04,2026-06-30,2026-03-18,APPROVED
FRA-10773,Maharashtra,Nandurbar,Village-479,IFR,CLM-250753,22.114804,76.43706,6.35,2022-10-01,2023-10-12,2023-03-13,APPROVED
FRA-10774,Jharkhand,Ranchi,Village-433,IFR,CLM-478952,18.764394,73.967268,1.56,2021-05-17,2021-07-15,,UNDER_REVIEW
FRA-10775,Madhya Pradesh,Betul,Village-466,CFR,CLM-572780,20.126781,76.919812,5.19,2025-06-15,2026-06-30,2026-02-14,APPROVED
FRA-10776,Odisha,Mayurbhanj,Village-3,CFRR,CLM-266082,24.464412,80.499911,7.82,2020-05-08,2020-07-12,2021-02-09,APPROVED
FRA-10777,Maharashtra,Yavatmal,Village-168,IFR,CLM-245295,18.303519,75.711972,1.64,2025-09-27,2026-06-30,,PENDING
FRA-10778,Rajasthan,Dungarpur,Village-263,IFR,CLM-519369,22.716361,79.197521,5.36,2021-01-11,2021-07-13,2021-10-07,APPROVED
FRA-10779,Maharashtra,Nandurbar,Village-489,IFR,CLM-857135,19.681096,82.926244,3.45,2023-02-25,2024-07-06,2024-01-21,REJECTED
FRA-10780,Chhattisgarh,Surguja,Village-460,IFR,CLM-763432,18.898045,77.411444,1.31,2023-07-29,2024-06-16,,PENDING
FRA-10781,Maharashtra,Gadchiroli,Village-204,CFRR,CLM-131394,24.152647,79.631227,5.03,2024-08-05,2025-01-07,,PENDING
FRA-10782,Gujarat,Valsad,Village-5,IFR,CLM-434064,18.515278,76.930661,2.11,2022-10-01,2022-11-12,,PENDING
FRA-10783,Maharashtra,Amravati,Village-143,IFR,CLM-851058,21.190837,74.286502,1.0,2022-08-10,2023-05-29,2022-12-26,APPROVED
FRA-10784,Rajasthan,Pratapgarh,Village-62,IFR,CLM-230120,17.827543,76.430193,1.98,2023-08-04,2023-11-18,2024-05-15,APPROVED
FRA-10785,Jharkhand,Simdega,Village-237,IFR,CLM-398179,21.530311,73.058088,0.63,2020-03-28,2020-08-25,,PENDING
FRA-10786,Madhya Pradesh,Chhindwara,Village-163,CFRR,CLM-890303,20.405552,76.762478,4.02,2020-03-07,2020-04-16,,PENDING
FRA-10787,Madhya Pradesh,Chhindwara,Village-63,CFR,CLM-984028,23.440706,85.089407,2.74,2020-07-11,2021-02-02,2021-04-19,APPROVED
FRA-10788,Madhya Pradesh,Mandla,Village-98,IFR,CLM-859282,20.549777,75.127393,7.95,2021-07-22,2021-09-18,2022-08-26,REJECTED
FRA-10789,Madhya Pradesh,Mandla,Village-195,IFR,CLM-383023,22.315451,82.895348,7.6,2021-03-29,2021-04-27,2021-10-13,REJECTED
FRA-10790,Jharkhand,West Singhbhum,Village-268,IFR,CLM-653217,21.958326,81.352941,4.88,2021-08-29,2022-09-23,2022-04-27,APPROVED
FRA-10791,Chhattisgarh,Surguja,Village-447,CFRR,CLM-354149,18.07956,79.98144,1.19,2025-05-31,2025-09-28,2026-06-29,APPROVED
FRA-10792,Madhya Pradesh,Betul,Village-303,IFR,CLM-898598,18.231743,75.608268,6.64,2022-06-04,2023-02-03,,PENDING
FRA-10793,Rajasthan,Pratapgarh,Village-263,IFR,CLM-312882,24.325453,83.848235,1.48,2021-03-08,2022-06-24,2021-10-21,REJECTED
FRA-10794,Madhya Pradesh,Balaghat,Village-458,IFR,CLM-583232,22.715182,76.007031,1.27,2026-06-22,2026-06-30,2026-06-30,APPROVED
FRA-10795,Madhya Pradesh,Betul,Village-221,IFR,CLM-632599,18.984462,77.9616,7.45,2022-12-23,2023-02-26,2023-08-30,APPROVED
FRA-10796,Chhattisgarh,Kanker,Village-142,IFR,CLM-655286,18.826147,75.208064,7.46,2024-04-15,2025-04-29,,PENDING
FRA-10797,Chhattisgarh,Bastar,Village-52,IFR,CLM-388840,19.363248,73.823092,1.36,2021-03-30,2021-07-25,2022-02-17,APPROVED
FRA-10798,Rajasthan,Pratapgarh,Village-306,IFR,CLM-401967,19.933432,76.599907,2.04,2023-01-03,2023-09-18,,PENDING
FRA-10799,Maharashtra,Yavatmal,Village-171,CFRR,CLM-577328,22.270097,75.083068,7.3,2023-06-04,2024-08-18,2023-12-12,APPROVED
FRA-10800,Rajasthan,Pratapgarh,Village-497,IFR,CLM-596846,23.471628,80.425064,1.08,2022-12-16,2024-03-16,,PENDING
FRA-10801,Gujarat,Narmada,Village-387,IFR,CLM-253703,19.098014,79.289331,5.6,2021-04-04,2021-01-01,,PENDING
FRA-10802,Odisha,Kandhamal,Village-364,IFR,CLM-449950,17.594927,77.40783,5.48,2026-02-13,2026-06-29,2026-06-30,APPROVED
FRA-10803,Odisha,Sundargarh,Village-296,CFR,CLM-877007,20.000361,73.386308,2.15,2024-08-07,2025-10-24,,PENDING
FRA-10804,Maharashtra,Gadchiroli,Village-491,IFR,CLM-652501,21.314415,84.404881,2.55,2021-03-18,2022-07-30,,UNDER_REVIEW
FRA-10805,Rajasthan,Banswara,Village-428,CFR,CLM-742113,21.556618,81.772945,7.95,2024-09-05,2026-01-06,2024-10-26,APPROVED
FRA-10806,Gujarat,Tapi,Village-268,IFR,CLM-403858,18.529918,81.511538,1.33,2023-11-22,2024-04-22,2024-12-06,REJECTED
FRA-10807,Chhattisgarh,Kanker,Village-221,IFR,CLM-469366,17.872353,76.822769,2.13,2025-02-02,2025-02-27,2025-05-06,APPROVED
FRA-10808,Odisha,Koraput,Village-376,IFR,CLM-306283,22.49238,74.783053,7.69,2025-08-18,2026-06-30,2025-10-31,APPROVED
FRA-10809,Madhya Pradesh,Balaghat,Village-458,IFR,CLM-373951,20.293795,84.302035,6.59,2023-12-23,2024-05-03,2024-08-25,APPROVED
FRA-10810,Odisha,Koraput,Village-103,IFR,CLM-415686,19.250143,78.203904,4.84,2023-08-13,2024-10-02,2023-12-23,APPROVED
FRA-10811,Odisha,Sundargarh,Village-161,CFRR,CLM-628288,18.470269,78.523767,6.37,2022-01-21,2022-08-06,2022-04-10,APPROVED
FRA-10812,Odisha,Keonjhar,Village-72,IFR,CLM-745092,22.867388,74.105362,7.34,2025-03-04,2025-03-23,,UNDER_REVIEW
FRA-10813,Jharkhand,Latehar,Village-237,IFR,CLM-946705,18.381551,81.37599,2.7,2026-05-05,2026-06-30,2026-06-30,APPROVED
FRA-10814,Madhya Pradesh,Mandla,Village-443,IFR,CLM-163821,21.458104,81.632411,4.96,2021-03-14,2021-09-05,,UNDER_REVIEW
FRA-10815,Rajasthan,Sirohi,Village-346,CFR,CLM-770740,20.967133,75.794295,1.58,2022-04-19,2023-01-13,,PENDING
FRA-10816,Rajasthan,Banswara,Village-62,CFR,CLM-645073,17.50025,80.547383,5.66,2025-06-09,2026-04-29,,UNDER_REVIEW
FRA-10817,Maharashtra,Gadchiroli,Village-121,IFR,CLM-982608,20.886037,75.300549,0.92,2021-12-01,2025-07-15,2025-08-16,PENDING
FRA-10818,Rajasthan,Pratapgarh,Village-359,CFR,CLM-673236,19.184773,79.393937,5.27,2024-11-05,2025-01-23,2025-11-06,APPROVED
FRA-10819,Chhattisgarh,Kanker,Village-214,IFR,CLM-953009,22.383569,74.341698,5.51,2025-07-12,2026-01-21,,PENDING
FRA-10820,Madhya Pradesh,Balaghat,Village-465,IFR,CLM-471958,21.839135,73.532897,2.77,2020-02-15,2020-12-13,2021-02-15,APPROVED
FRA-10821,Rajasthan,Pratapgarh,Village-200,IFR,CLM-637966,19.941839,81.827808,6.92,2024-01-05,2024-09-22,,UNDER_REVIEW
FRA-10822,Rajasthan,Dungarpur,Village-473,IFR,CLM-513064,22.994727,81.230549,5.86,2023-10-21,2024-06-17,2024-04-10,APPROVED
FRA-10823,Chhattisgarh,Surguja,Village-166,CFRR,CLM-717456,21.178037,74.617775,5.81,2022-01-08,2022-11-03,2023-01-10,APPROVED
FRA-10824,Jharkhand,West Singhbhum,Village-390,IFR,CLM-342781,24.039637,78.955163,1.22,2021-10-13,2022-02-13,,PENDING
FRA-10825,Maharashtra,Amravati,Village-324,CFR,CLM-981516,20.590699,77.679026,5.09,2020-09-20,2020-10-26,2020-11-26,APPROVED
FRA-10826,Odisha,Mayurbhanj,Village-380,IFR,CLM-269963,22.251943,75.818707,2.0,2026-06-08,2026-06-30,2026-06-30,APPROVED
FRA-10827,Gujarat,Narmada,Village-291,IFR,CLM-673131,17.536654,82.679821,0.75,2021-01-29,2021-05-18,,PENDING
FRA-10828,Maharashtra,Yavatmal,Village-411,IFR,CLM-170416,23.79829,83.66777,4.05,2026-05-25,2026-06-30,2026-06-30,REJECTED
FRA-10829,Rajasthan,Pratapgarh,Village-170,CFR,CLM-123637,19.114015,80.51862,4.38,2021-06-04,2022-07-14,2022-03-16,APPROVED
FRA-10830,Gujarat,Valsad,Village-257,IFR,CLM-427406,23.472367,84.647613,2.66,2021-10-08,2023-02-20,2022-03-10,APPROVED
FRA-10831,Madhya Pradesh,Chhindwara,Village-134,IFR,CLM-310251,17.709846,77.225566,7.38,2025-04-13,2026-06-30,,PENDING
FRA-10832,Maharashtra,Nandurbar,Village-392,IFR,CLM-946712,23.830267,81.788635,4.2,2020-09-12,2021-01-15,2021-07-27,APPROVED
FRA-10833,Madhya Pradesh,Betul,Village-255,IFR,CLM-632261,22.563308,74.300765,8.09,2020-11-26,2022-02-28,2021-05-13,APPROVED
FRA-10834,Odisha,Keonjhar,Village-350,IFR,CLM-816801,21.239301,83.753681,7.48,2022-07-21,2022-08-05,2022-11-28,REJECTED
FRA-10835,Chhattisgarh,Bastar,Village-463,IFR,CLM-485570,20.56567,84.214334,5.76,2021-05-27,2022-01-07,2021-08-24,APPROVED
FRA-10836,Odisha,Keonjhar,Village-275,CFRR,CLM-695642,22.767983,83.096688,0.58,2021-01-11,2021-11-13,,PENDING
FRA-10837,Gujarat,Narmada,Village-126,CFR,CLM-406616,19.947672,81.190112,8.18,2021-06-03,2022-01-18,,PENDING
FRA-10838,Chhattisgarh,Surguja,Village-469,IFR,CLM-330987,22.64653,77.461979,7.54,2020-11-08,2021-03-21,2021-12-04,APPROVED
FRA-10839,Odisha,Sundargarh,Village-211,IFR,CLM-839772,18.230647,77.332943,2.51,2025-11-27,2026-06-30,2026-06-30,APPROVED
FRA-10840,Madhya Pradesh,Dindori,Village-73,CFRR,CLM-137609,20.10673,83.204746,2.79,2025-11-03,2026-03-06,2026-02-03,REJECTED
FRA-10841,Rajasthan,Pratapgarh,Village-143,CFRR,CLM-996086,23.290252,74.056166,2.58,2020-05-18,2020-10-08,,PENDING
FRA-10842,Madhya Pradesh,Betul,Village-278,IFR,CLM-900059,17.865818,76.814351,1.88,2022-04-22,2022-11-07,,PENDING
FRA-10843,Jharkhand,Simdega,Village-401,CFRR,CLM-864649,21.850714,83.821779,0.71,2022-06-05,2023-07-02,,UNDER_REVIEW
FRA-10844,Jharkhand,West Singhbhum,Village-394,CFRR,CLM-644119,20.466845,81.990252,7.93,2023-03-23,2024-06-09,,UNDER_REVIEW
FRA-10845,Chhattisgarh,Surguja,Village-128,CFR,CLM-908807,24.156771,74.069211,11.57,2021-06-24,2022-10-06,,UNDER_REVIEW
FRA-10846,Jharkhand,West Singhbhum,Village-158,IFR,CLM-696053,22.900948,73.154239,2.38,2023-01-05,2023-12-13,,PENDING
FRA-10847,Gujarat,Narmada,Village-210,IFR,CLM-161430,21.964202,79.957605,0.78,2020-02-06,2020-10-06,,PENDING
FRA-10848,Jharkhand,Latehar,Village-323,IFR,CLM-282971,23.583388,74.590281,6.24,2022-01-06,2022-05-23,,PENDING
FRA-10849,Rajasthan,Udaipur,Village-32,IFR,CLM-849259,17.793689,81.966971,4.3,2022-01-24,2023-01-14,2022-08-04,APPROVED
FRA-10850,Madhya Pradesh,Balaghat,Village-105,IFR,CLM-441614,18.292278,73.968128,1.32,2022-08-19,2023-02-19,,PENDING
FRA-10851,Chhattisgarh,Bastar,Village-192,IFR,CLM-593549,24.325692,84.217403,2.95,2021-08-09,2021-08-26,2022-02-26,REJECTED
FRA-10852,Madhya Pradesh,Dindori,Village-400,IFR,CLM-878088,23.156239,79.384952,4.93,2021-01-10,2022-12-21,2022-01-22,PENDING
FRA-10853,Chhattisgarh,Korba,Village-290,IFR,CLM-627953,24.210376,85.403993,7.98,2024-04-09,2025-05-09,2024-06-17,APPROVED
FRA-10854,Rajasthan,Udaipur,Village-295,CFR,CLM-407301,19.718575,75.437795,4.04,2020-07-29,2021-06-09,2021-04-10,APPROVED
FRA-10855,Maharashtra,Nashik,Village-259,IFR,CLM-180157,20.033168,77.399808,2.31,2021-04-17,2022-04-11,2021-12-12,APPROVED
FRA-10856,Chhattisgarh,Korba,Village-346,IFR,CLM-713160,19.214608,84.365822,6.71,2022-07-30,2023-05-22,2023-05-31,REJECTED
FRA-10857,Odisha,Kandhamal,Village-102,IFR,CLM-288655,20.959402,84.018016,4.29,2024-07-31,2025-03-08,,PENDING
FRA-10858,Maharashtra,Gadchiroli,Village-38,IFR,CLM-238808,17.66752,75.086695,1.26,2025-04-08,2026-04-28,2025-12-14,APPROVED
FRA-10859,Odisha,Koraput,Village-370,IFR,CLM-147435,21.640346,80.70787,3.03,2023-04-16,2023-06-20,2023-11-04,APPROVED
FRA-10860,Chhattisgarh,Surguja,Village-420,IFR,CLM-634117,22.565952,80.369477,6.18,2024-11-19,2025-04-21,2025-03-22,APPROVED
FRA-10861,Madhya Pradesh,Chhindwara,Village-50,IFR,CLM-343545,21.616566,84.809601,2.9,2025-01-31,2025-08-18,2026-03-06,APPROVED
FRA-10862,Odisha,Mayurbhanj,Village-74,IFR,CLM-143971,19.730048,75.230198,7.46,2025-09-12,2026-06-30,2026-04-26,REJECTED
FRA-10863,Jharkhand,Simdega,Village-87,IFR,CLM-402491,20.90645,75.795417,2.64,2021-02-11,2021-08-12,2021-07-31,APPROVED
FRA-10864,Gujarat,Dangs,Village-492,CFRR,CLM-666052,17.691451,84.281766,2.05,2021-07-31,2021-09-23,2021-11-24,APPROVED
FRA-10865,Chhattisgarh,Bastar,Village-362,IFR,CLM-985778,19.564591,74.370186,5.99,2026-05-28,2026-06-30,2026-06-30,APPROVED
FRA-10866,Chhattisgarh,Surguja,Village-39,IFR,CLM-443005,22.709943,75.780522,5.52,2023-02-14,2024-02-28,2023-04-25,REJECTED
FRA-10867,Odisha,Kandhamal,Village-407,IFR,CLM-646619,20.533643,84.6546,7.27,2021-12-02,2021-10-31,2020-12-18,PENDING
FRA-10868,Gujarat,Bharuch,Village-113,IFR,CLM-806056,21.604404,83.901435,5.26,2020-05-25,2021-09-27,2020-09-02,REJECTED
FRA-10869,Chhattisgarh,Dantewada,Village-371,IFR,CLM-885851,18.120982,79.453828,1.49,2025-07-27,2025-12-23,,PENDING
FRA-10870,Chhattisgarh,Bastar,Village-179,IFR,CLM-607755,21.917185,75.933947,3.64,2021-12-30,2022-01-23,2022-08-11,APPROVED
FRA-10871,Gujarat,Narmada,Village-58,CFR,CLM-891634,20.866713,74.206665,5.23,2025-06-30,2026-06-30,2026-05-04,APPROVED
FRA-10872,Chhattisgarh,Kanker,Village-397,IFR,CLM-607236,22.37878,81.810235,7.67,2021-12-22,2022-08-21,2022-07-17,APPROVED
FRA-10873,Chhattisgarh,Dantewada,Village-346,IFR,CLM-433046,21.435801,77.0399,6.88,2022-05-31,2023-09-03,,PENDING
FRA-10874,Gujarat,Tapi,Village-230,IFR,CLM-529718,21.953863,73.570357,4.14,2020-08-11,2020-12-31,,PENDING
FRA-10875,Maharashtra,Yavatmal,Village-400,IFR,CLM-838963,17.647824,77.739852,5.04,2023-09-12,2023-11-22,2024-10-15,APPROVED
FRA-10876,Gujarat,Bharuch,Village-368,IFR,CLM-340474,23.367043,77.944079,4.52,2022-05-12,2022-11-18,,PENDING
FRA-10877,Odisha,Kandhamal,Village-249,IFR,CLM-144339,18.217645,77.974218,0.6,2022-10-15,2024-02-13,2023-08-10,APPROVED
FRA-10878,Odisha,Mayurbhanj,Village-380,IFR,CLM-383114,22.086932,74.639915,2.54,2022-10-09,2022-10-31,2023-05-20,APPROVED
FRA-10879,Madhya Pradesh,Chhindwara,Village-302,CFR,CLM-931122,23.932822,74.194458,0.61,2024-08-28,2024-09-12,2025-08-02,APPROVED
FRA-10880,Gujarat,Bharuch,Village-336,CFR,CLM-704190,18.918667,76.303374,6.08,2024-10-07,2025-07-01,2025-06-28,REJECTED
FRA-10881,Odisha,Keonjhar,Village-9,IFR,CLM-621178,21.232427,76.057675,4.13,2026-04-16,2026-06-30,,UNDER_REVIEW
FRA-10882,Gujarat,Bharuch,Village-160,CFR,CLM-448583,20.837644,74.361856,3.48,2026-06-24,2026-06-30,2026-06-30,APPROVED
FRA-10883,Madhya Pradesh,Mandla,Village-371,IFR,CLM-980436,21.815419,78.918933,2.37,2025-06-29,2026-05-03,,PENDING
FRA-10884,Gujarat,Tapi,Village-138,IFR,CLM-823934,21.691111,83.892849,1.63,2023-10-15,2024-12-20,2024-08-29,APPROVED
FRA-10885,Gujarat,Tapi,Village-42,IFR,CLM-210146,23.51057,85.409442,3.96,2022-08-23,2023-02-08,2023-07-03,APPROVED
FRA-10886,Chhattisgarh,Dantewada,Village-254,CFR,CLM-279015,18.295652,84.068785,1.98,2021-05-12,2021-08-10,,PENDING
FRA-10887,Rajasthan,Sirohi,Village-166,IFR,CLM-744979,23.661583,76.388845,7.97,2021-04-26,2021-12-09,,PENDING
FRA-10888,Rajasthan,Dungarpur,Village-108,IFR,CLM-446215,21.731624,78.901375,5.1,2022-04-17,2023-06-07,2023-02-06,APPROVED
FRA-10889,Jharkhand,West Singhbhum,Village-49,IFR,CLM-663852,22.410252,75.490845,1.0,2021-09-07,2022-05-10,2022-03-15,APPROVED
FRA-10890,Madhya Pradesh,Mandla,Village-141,IFR,CLM-397992,21.901752,84.598494,5.27,2020-09-30,2021-04-02,2021-04-24,APPROVED
FRA-10891,Rajasthan,Banswara,Village-111,IFR,CLM-393586,21.648474,74.287204,4.56,2022-11-09,2023-08-28,2023-01-17,APPROVED
FRA-10892,Jharkhand,Ranchi,Village-447,IFR,CLM-745804,19.440663,83.091245,4.82,2024-04-17,2024-10-08,2025-03-22,APPROVED
FRA-10893,Maharashtra,Gadchiroli,Village-166,CFR,CLM-181566,18.653729,83.932676,6.53,2021-01-09,2022-05-04,,UNDER_REVIEW
FRA-10894,Jharkhand,West Singhbhum,Village-243,IFR,CLM-472235,20.141167,77.819123,6.2,2023-05-24,2024-02-09,2024-01-10,APPROVED
FRA-10895,Odisha,Sundargarh,Village-287,IFR,CLM-563100,22.479434,83.498451,1.75,2022-05-26,2023-10-02,2022-11-14,APPROVED
FRA-10896,Rajasthan,Udaipur,Village-218,IFR,CLM-324164,22.895213,77.324894,0.69,2021-11-06,2024-03-02,,APPROVED
FRA-10897,Odisha,Koraput,Village-467,CFRR,CLM-486785,21.603319,77.105644,3.21,2022-03-13,2022-10-30,,UNDER_REVIEW
FRA-10898,Madhya Pradesh,Chhindwara,Village-293,IFR,CLM-963319,19.419217,73.715338,0.83,2025-05-14,2025-12-08,2025-10-20,APPROVED
FRA-10899,Jharkhand,West Singhbhum,Village-377,IFR,CLM-285501,23.759856,74.914897,1.28,2026-02-12,2026-06-30,2026-06-30,APPROVED
FRA-10900,Chhattisgarh,Bastar,Village-171,IFR,CLM-977944,22.085737,82.21817,1.23,2020-09-12,2021-02-24,2021-01-19,APPROVED
FRA-10901,Jharkhand,Simdega,Village-257,IFR,CLM-254679,17.954684,83.313094,6.78,2024-07-09,2025-02-12,,UNDER_REVIEW
FRA-10902,Maharashtra,Amravati,Village-61,IFR,CLM-458038,19.678152,80.006992,1.8,2025-09-01,2026-04-03,2025-10-02,APPROVED
FRA-10903,Gujarat,Dangs,Village-11,IFR,CLM-903966,19.722509,80.832812,1.18,2021-04-21,2022-08-09,2021-08-24,APPROVED
FRA-10904,Maharashtra,Nashik,Village-159,IFR,CLM-155926,22.731859,82.226381,6.78,2022-10-07,2023-03-18,,APPROVED
FRA-10905,Maharashtra,Nashik,Village-226,IFR,CLM-377395,24.354947,76.241926,1.91,2022-07-14,2023-09-19,2022-11-11,APPROVED
FRA-10906,Odisha,Sundargarh,Village-198,IFR,CLM-263267,17.757118,83.434052,6.72,2025-11-12,2026-06-30,2026-03-09,APPROVED
FRA-10907,Odisha,Kandhamal,Village-112,IFR,CLM-590406,21.092907,75.634025,6.72,2025-08-25,2026-06-08,2025-11-09,APPROVED
FRA-10908,Madhya Pradesh,Chhindwara,Village-18,IFR,CLM-438031,20.145371,80.354885,4.9,2021-07-26,2022-03-27,,PENDING
FRA-10909,Odisha,Mayurbhanj,Village-96,IFR,CLM-888576,19.643929,78.835515,7.27,2023-10-11,2024-09-11,,APPROVED
FRA-10910,Gujarat,Bharuch,Village-248,IFR,CLM-811517,22.563607,80.511774,3.5,2024-11-16,2025-11-30,2025-04-24,APPROVED
FRA-10911,Madhya Pradesh,Dindori,Village-15,CFR,CLM-271993,24.177874,78.009377,5.78,2025-09-07,2025-11-06,,UNDER_REVIEW
FRA-10912,Jharkhand,Latehar,Village-406,IFR,CLM-903023,17.876601,74.129983,5.48,2021-07-25,2021-10-04,,UNDER_REVIEW
FRA-10913,Chhattisgarh,Surguja,Village-105,IFR,CLM-557754,18.062627,75.952295,7.12,2021-08-27,,,PENDING
FRA-10914,Maharashtra,Yavatmal,Village-242,CFR,CLM-800906,20.258331,75.656148,3.09,2025-05-09,2025-08-03,2026-05-25,APPROVED
FRA-10915,Rajasthan,Dungarpur,Village-420,CFR,CLM-807526,22.912823,84.225266,6.22,2021-06-10,2021-11-24,,PENDING
FRA-10916,Chhattisgarh,Korba,Village-422,IFR,CLM-101668,20.083928,77.248137,7.14,2020-04-20,2020-08-16,2020-09-17,APPROVED
FRA-10917,Rajasthan,Dungarpur,Village-146,IFR,CLM-426203,22.078315,78.321391,3.77,2022-05-15,2022-10-21,,PENDING
FRA-10918,Gujarat,Tapi,Village-43,IFR,CLM-463108,23.339627,78.811534,5.54,2024-09-23,2024-12-28,,UNDER_REVIEW
FRA-10919,Gujarat,Tapi,Village-492,CFR,CLM-802750,20.682844,79.076742,4.81,2023-07-30,2023-10-08,,PENDING
FRA-10920,Gujarat,Dangs,Village-365,IFR,CLM-451339,21.014431,82.762544,6.55,2021-04-19,2022-02-27,,PENDING
FRA-10921,Gujarat,Narmada,Village-133,CFRR,CLM-307212,24.137409,81.844559,5.56,2024-04-19,2025-07-13,2024-11-07,APPROVED
FRA-10922,Madhya Pradesh,Betul,Village-173,IFR,CLM-807784,22.304713,76.154085,3.25,2025-06-28,2026-02-23,,PENDING
FRA-10923,Jharkhand,Simdega,Village-273,IFR,CLM-874562,18.281783,82.148804,2.93,2020-03-12,2020-10-31,2021-02-10,APPROVED
FRA-10924,Maharashtra,Gadchiroli,Village-317,IFR,CLM-355958,19.917704,78.725386,4.2,2021-08-15,2022-07-10,,PENDING
FRA-10925,Madhya Pradesh,Balaghat,Village-155,IFR,CLM-543054,19.864409,80.959263,4.34,2021-02-18,2021-09-06,,PENDING
FRA-10926,Maharashtra,Nashik,Village-316,CFR,CLM-639009,21.496266,85.43648,7.34,2020-11-20,2022-01-27,2021-03-28,APPROVED
FRA-10927,Odisha,Sundargarh,Village-205,IFR,CLM-290065,21.010942,73.571777,6.1,2024-11-24,2025-04-18,2025-05-14,APPROVED
FRA-10928,Madhya Pradesh,Betul,Village-10,IFR,CLM-843449,19.727116,75.766546,2.5,2021-06-15,2021-11-07,2022-06-05,REJECTED
FRA-10929,Madhya Pradesh,Chhindwara,Village-7,IFR,CLM-459609,20.223277,84.623409,3.66,2025-03-01,2026-01-01,2026-01-02,APPROVED
FRA-10930,Odisha,Keonjhar,Village-437,IFR,CLM-699065,19.289848,73.403331,4.49,2025-08-05,2025-11-25,2026-03-22,REJECTED
FRA-10931,Chhattisgarh,Korba,Village-80,CFRR,CLM-755216,20.660494,78.842251,9.26,2025-12-09,2026-06-21,,PENDING
FRA-10932,Odisha,Sundargarh,Village-472,IFR,CLM-663706,20.935298,75.933982,7.8,2020-04-05,2021-04-29,,UNDER_REVIEW
FRA-10933,Jharkhand,Ranchi,Village-206,IFR,CLM-676790,22.868122,85.304784,2.67,2021-03-29,2022-01-20,,PENDING
FRA-10934,Gujarat,Narmada,Village-163,IFR,CLM-626704,24.221676,82.521914,3.22,2023-08-01,2024-09-03,2024-08-16,APPROVED
FRA-10935,Gujarat,Tapi,Village-391,IFR,CLM-586561,17.523362,83.373329,6.27,2021-02-04,2025-04-09,2025-07-10,PENDING
FRA-10936,Madhya Pradesh,Betul,Village-42,IFR,CLM-728692,18.470004,80.749004,1.92,2021-06-22,2025-04-12,2025-01-31,PENDING
FRA-10937,Odisha,Sundargarh,Village-283,IFR,CLM-636174,23.684587,81.176451,1.18,2025-04-16,2026-04-06,2026-03-19,APPROVED
FRA-10938,Chhattisgarh,Kanker,Village-16,CFR,CLM-317062,18.42855,73.81016,5.85,2025-04-18,2026-06-30,,PENDING
FRA-10939,Maharashtra,Yavatmal,Village-472,IFR,CLM-267003,21.728048,77.14074,4.25,2021-12-25,2022-08-23,,PENDING
FRA-10940,Rajasthan,Udaipur,Village-491,IFR,CLM-372660,20.197209,82.788034,4.4,2024-07-22,2025-10-13,,PENDING
FRA-10941,Rajasthan,Sirohi,Village-262,CFR,CLM-759835,20.043613,81.957808,6.59,2021-11-23,2021-02-02,2020-10-21,PENDING
