land_record_id,claim_id,recorded_area,land_status,survey_reference
LR-11647,FRA-11647,6.37,UNCLASSIFIED,SUR-75601
LR-11648,FRA-11648,5.97,FOREST,SUR-61210
LR-11649,FRA-11649,3.04,COMMUNITY,SUR-18689
LR-11650,FRA-11650,6.3,UNCLASSIFIED,SUR-49084
LR-11651,FRA-11651,1.8,COMMUNITY,SUR-30518
LR-11652,FRA-11652,2.0,FOREST,SUR-49508
LR-11653,FRA-11653,6.29,COMMUNITY,SUR-82096
LR-11654,FRA-11654,6.96,COMMUNITY,SUR-12238
LR-11655,FRA-11655,2.57,UNCLASSIFIED,SUR-26027
LR-11656,FRA-11656,4.19,REVENUE,SUR-87630
LR-11657,FRA-11657,1.71,UNCLASSIFIED,SUR-31073
LR-11658,FRA-11658,6.35,REVENUE,SUR-14807
LR-11659,FRA-11659,6.5,UNCLASSIFIED,SUR-79672
LR-11660,FRA-11660,3.93,COMMUNITY,SUR-19554
LR-11661,FRA-11661,1.69,UNCLASSIFIED,SUR-29333
LR-11662,FRA-11662,3.39,REVENUE,SUR-72683
LR-11663,FRA-11663,7.2,UNCLASSIFIED,SUR-76053
LR-11664,FRA-11664,2.56,FOREST,SUR-53857
LR-11665,FRA-11665,0.68,UNCLASSIFIED,SUR-20984
LR-11666,FRA-11666,0.53,UNCLASSIFIED,SUR-75561
LR-11667,FRA-11667,3.44,COMMUNITY,SUR-29288
LR-11668,FRA-11668,5.53,FOREST,SUR-23948
LR-11669,FRA-11669,5.28,COMMUNITY,SUR-24944
LR-11670,FRA-11670,0.69,REVENUE,SUR-34534
LR-11671,FRA-11671,4.22,COMMUNITY,SUR-74940
LR-11672,FRA-11672,4.11,REVENUE,SUR-68412
LR-11673,FRA-11673,4.54,UNCLASSIFIED,SUR-85703
LR-11674,FRA-11674,6.15,FOREST,SUR-62127
LR-11675,FRA-11675,6.09,REVENUE,SUR-26675
LR-11676,FRA-11676,1.19,COMMUNITY,SUR-83821
LR-11677,FRA-11677,3.29,COMMUNITY,SUR-36923
LR-11678,FRA-11678,3.5,UNCLASSIFIED,SUR-57629
LR-11679,FRA-11679,0.58,FOREST,SUR-31745
LR-11680,FRA-11680,6.55,REVENUE,SUR-32721
LR-11681,FRA-11681,7.19,COMMUNITY,SUR-55095
LR-11682,FRA-11682,2.68,COMMUNITY,SUR-37282
LR-11683,FRA-11683,6.59,FOREST,SUR-55458
LR-11684,FRA-11684,7.28,UNCLASSIFIED,SUR-53691
LR-11685,FRA-11685,0.85,UNCLASSIFIED,SUR-50499
LR-11686,FRA-11686,1.9,COMMUNITY,SUR-91544
LR-11687,FRA-11687,5.28,COMMUNITY,SUR-72056
LR-11688,FRA-11688,3.49,UNCLASSIFIED,SUR-39958
LR-11689,FRA-11689,2.59,FOREST,SUR-56377
LR-11690,FRA-11690,2.55,FOREST,SUR-77819
LR-11691,FRA-11691,4.18,FOREST,SUR-75761
LR-11692,FRA-11692,7.63,COMMUNITY,SUR-81136
LR-11693,FRA-11693,5.02,COMMUNITY,SUR-22487
LR-11694,FRA-11694,4.31,COMMUNITY,SUR-79113
LR-11695,FRA-11695,3.85,COMMUNITY,SUR-62153
LR-11696,FRA-11696,7.65,UNCLASSIFIED,SUR-32121
LR-11697,FRA-11697,1.21,UNCLASSIFIED,SUR-32557
LR-11698,FRA-11698,0.62,COMMUNITY,SUR-84675
LR-11699,FRA-11699,1.79,COMMUNITY,SUR-16896
LR-11700,FRA-11700,2.39,FOREST,SUR-85356
LR-11701,FRA-11701,1.74,FOREST,SUR-16131
LR-11702,FRA-11702,0.75,FOREST,SUR-72128
LR-11703,FRA-11703,6.81,COMMUNITY,SUR-65529
LR-11704,FRA-11704,1.39,COMMUNITY,SUR-47108
LR-11705,FRA-11705,1.18,UNCLASSIFIED,SUR-71586
LR-11706,FRA-11706,6.69,FOREST,SUR-46365
LR-11707,FRA-11707,4.18,REVENUE,SUR-32601
LR-11708,FRA-11708,3.61,COMMUNITY,SUR-55265
LR-11709,FRA-11709,2.39,COMMUNITY,SUR-39542
LR-11710,FRA-11710,3.73,FOREST,SUR-88069
LR-11711,FRA-11711,2.33,FOREST,SUR-14260
LR-11712,FRA-11712,2.87,UNCLASSIFIED,SUR-76216
LR-11713,FRA-11713,3.25,COMMUNITY,SUR-64276
LR-11714,FRA-11714,4.75,COMMUNITY,SUR-77833
LR-11715,FRA-11715,4.09,COMMUNITY,SUR-53846
LR-11716,FRA-11716,2.51,REVENUE,SUR-42503
LR-11717,FRA-11717,0.68,FOREST,SUR-81826
LR-11718,FRA-11718,4.53,UNCLASSIFIED,SUR-53135
LR-11719,FRA-11719,3.75,UNCLASSIFIED,SUR-62403
LR-11720,FRA-11720,5.23,COMMUNITY,SUR-94923
LR-11721,FRA-11721,7.0,FOREST,SUR-19139
LR-11722,FRA-11722,1.98,FOREST,SUR-98198
LR-11723,FRA-11723,3.45,FOREST,SUR-79978
LR-11724,FRA-11724,0.74,FOREST,SUR-98417
LR-11725,FRA-11725,2.66,REVENUE,SUR-18324
LR-11726,FRA-11726,2.42,COMMUNITY,SUR-96335
LR-11727,FRA-11727,5.45,UNCLASSIFIED,SUR-94003
LR-11728,FRA-11728,7.08,REVENUE,SUR-95727
LR-11729,FRA-11729,0.83,COMMUNITY,SUR-15574
LR-11730,FRA-11730,4.53,UNCLASSIFIED,SUR-82124
LR-11731,FRA-11731,7.59,COMMUNITY,SUR-84048
LR-11732,FRA-11732,0.54,FOREST,SUR-32477
LR-11733,FRA-11733,4.6,REVENUE,SUR-65217
LR-11734,FRA-11734,5.36,FOREST,SUR-20646
LR-11735,FRA-11735,1.77,REVENUE,SUR-70100
LR-11736,FRA-11736,3.98,UNCLASSIFIED,SUR-10100
LR-11737,FRA-11737,2.93,UNCLASSIFIED,SUR-58131
LR-11738,FRA-11738,5.91,UNCLASSIFIED,SUR-75327
LR-11739,FRA-11739,1.52,UNCLASSIFIED,SUR-89209
LR-11740,FRA-11740,3.12,REVENUE,SUR-16618
LR-11741,FRA-11741,3.55,UNCLASSIFIED,SUR-33189
LR-11742,FRA-11742,7.29,UNCLASSIFIED,SUR-62404
LR-11743,FRA-11743,7.11,COMMUNITY,SUR-89692
LR-11744,FRA-11744,1.95,FOREST,SUR-10579
LR-11745,FRA-11745,3.58,REVENUE,SUR-14424
LR-11746,FRA-11746,1.29,UNCLASSIFIED,SUR-27353
LR-11747,FRA-11747,5.23,COMMUNITY,SUR-91406
LR-11748,FRA-11748,2.21,FOREST,SUR-91577
LR-11749,FRA-11749,7.96,REVENUE,SUR-10565
LR-11750,FRA-11750,4.92,REVENUE,SUR-95411
LR-11751,FRA-11751,7.35,REVENUE,SUR-73197
LR-11752,FRA-11752,4.11,FOREST,SUR-39590
LR-11753,FRA-11753,0.84,REVENUE,SUR-77585
LR-11754,FRA-11754,1.77,FOREST,SUR-45511
LR-11755,FRA-11755,7.11,UNCLASSIFIED,SUR-64203
LR-11756,FRA-11756,0.79,REVENUE,SUR-96168
LR-11757,FRA-11757,1.82,FOREST,SUR-55129
LR-11758,FRA-11758,6.98,REVENUE,SUR-88941
LR-11759,FRA-11759,3.68,FOREST,SUR-50826
LR-11760,FRA-11760,2.45,FOREST,SUR-99256
LR-11761,FRA-11761,1.47,FOREST,SUR-96516
LR-11762,FRA-11762,4.81,REVENUE,SUR-36702
LR-11763,FRA-11763,7.42,FOREST,SUR-66623
LR-11764,FRA-11764,7.2,FOREST,SUR-80890
LR-11765,FRA-11765,6.38,COMMUNITY,SUR-82554
LR-11766,FRA-11766,1.74,REVENUE,SUR-29233
LR-11767,FRA-11767,3.84,FOREST,SUR-79707
LR-11768,FRA-11768,5.78,COMMUNITY,SUR-65210
LR-11769,FRA-11769,3.34,COMMUNITY,SUR-40420
LR-11770,FRA-11770,0.59,UNCLASSIFIED,SUR-77755
LR-11771,FRA-11771,0.78,FOREST,SUR-94800
LR-11772,FRA-11772,1.45,REVENUE,SUR-93767
LR-11773,FRA-11773,1.57,COMMUNITY,SUR-40312
LR-11774,FRA-11774,0.88,UNCLASSIFIED,SUR-48702
LR-11775,FRA-11775,2.92,REVENUE,SUR-77344
LR-11776,FRA-11776,4.42,COMMUNITY,SUR-53276
LR-11777,FRA-11777,1.42,REVENUE,SUR-63528
LR-11778,FRA-11778,3.65,FOREST,SUR-27181
LR-11779,FRA-11779,0.67,FOREST,SUR-65464
LR-11780,FRA-11780,4.58,COMMUNITY,SUR-50316
LR-11781,FRA-11781,5.68,FOREST,SUR-51853
LR-11782,FRA-11782,5.21,COMMUNITY,SUR-63033
LR-11783,FRA-11783,2.33,UNCLASSIFIED,SUR-61902
LR-11784,FRA-11784,7.98,FOREST,SUR-94199
LR-11785,FRA-11785,3.89,UNCLASSIFIED,SUR-37879
LR-11786,FRA-11786,2.26,REVENUE,SUR-61745
LR-11787,FRA-11787,1.69,COMMUNITY,SUR-95420
LR-11788,FRA-11788,1.2,REVENUE,SUR-77667
LR-11789,FRA-11789,1.02,UNCLASSIFIED,SUR-53437
LR-11790,FRA-11790,3.18,FOREST,SUR-36442
LR-11791,FRA-11791,2.46,REVENUE,SUR-26814
LR-11792,FRA-11792,6.98,UNCLASSIFIED,SUR-13706
LR-11793,FRA-11793,3.02,REVENUE,SUR-92598
LR-11794,FRA-11794,5.86,UNCLASSIFIED,SUR-72028
LR-11795,FRA-11795,3.41,UNCLASSIFIED,SUR-35022
LR-11796,FRA-11796,1.31,COMMUNITY,SUR-87989
LR-11797,FRA-11797,5.66,FOREST,SUR-43775
LR-11798,FRA-11798,1.31,UNCLASSIFIED,SUR-67215
LR-11799,FRA-11799,3.09,FOREST,SUR-96577
LR-11800,FRA-11800,2.15,REVENUE,SUR-28018
LR-11801,FRA-11801,3.92,UNCLASSIFIED,SUR-18416
LR-11802,FRA-11802,3.87,COMMUNITY,SUR-18833
LR-11803,FRA-11803,5.85,COMMUNITY,SUR-61303
LR-11804,FRA-11804,6.05,UNCLASSIFIED,SUR-30206
LR-11805,FRA-11805,4.42,UNCLASSIFIED,SUR-52290
LR-11806,FRA-11806,2.52,COMMUNITY,SUR-74688
LR-11807,FRA-11807,2.31,UNCLASSIFIED,SUR-79593
LR-11808,FRA-11808,3.16,COMMUNITY,SUR-19006
LR-11809,FRA-11809,1.62,FOREST,SUR-77182
LR-11810,FRA-11810,0.88,COMMUNITY,SUR-30169
LR-11811,FRA-11811,5.76,COMMUNITY,SUR-19065
LR-11812,FRA-11812,0.99,UNCLASSIFIED,SUR-27685
LR-11813,FRA-11813,1.98,UNCLASSIFIED,SUR-36823
LR-11814,FRA-11814,4.68,COMMUNITY,SUR-86608
LR-11815,FRA-11815,1.75,REVENUE,SUR-21799
LR-11816,FRA-11816,2.67,REVENUE,SUR-22631
LR-11817,FRA-11817,3.92,COMMUNITY,SUR-78508
LR-11818,FRA-11818,5.14,FOREST,SUR-84783
LR-11819,FRA-11819,3.76,COMMUNITY,SUR-31724
LR-11820,FRA-11820,1.3,REVENUE,SUR-96140
LR-11821,FRA-11821,7.31,REVENUE,SUR-60001
LR-11822,FRA-11822,4.74,REVENUE,SUR-38844
LR-11823,FRA-11823,8.12,UNCLASSIFIED,SUR-51465
LR-11824,FRA-11824,5.44,FOREST,SUR-92197
LR-11825,FRA-11825,4.65,REVENUE,SUR-70656
LR-11826,FRA-11826,0.93,UNCLASSIFIED,SUR-31973
LR-11827,FRA-11827,3.5,UNCLASSIFIED,SUR-20390
LR-11828,FRA-11828,7.66,FOREST,SUR-30275
LR-11829,FRA-11829,6.39,UNCLASSIFIED,SUR-88117
LR-11830,FRA-11830,6.28,COMMUNITY,SUR-77027
LR-11831,FRA-11831,0.86,UNCLASSIFIED,SUR-77969
LR-11832,FRA-11832,3.93,REVENUE,SUR-23126
LR-11833,FRA-11833,5.04,REVENUE,SUR-77708
LR-11834,FRA-11834,2.16,FOREST,SUR-29973
LR-11835,FRA-11835,1.34,FOREST,SUR-14911
LR-11836,FRA-11836,0.93,COMMUNITY,SUR-56813
LR-11837,FRA-11837,5.95,COMMUNITY,SUR-12837
LR-11838,FRA-11838,2.09,UNCLASSIFIED,SUR-57979
LR-11839,FRA-11839,3.47,FOREST,SUR-27918
LR-11840,FRA-11840,1.77,COMMUNITY,SUR-19040
LR-11841,FRA-11841,3.59,UNCLASSIFIED,SUR-71727
LR-11842,FRA-11842,5.0,FOREST,SUR-65665
LR-11843,FRA-11843,1.7,COMMUNITY,SUR-22960
LR-11844,FRA-11844,7.21,UNCLASSIFIED,SUR-47722
LR-11845,FRA-11845,3.54,REVENUE,SUR-65673
LR-11846,FRA-11846,5.11,UNCLASSIFIED,SUR-70251
LR-11847,FRA-11847,6.88,COMMUNITY,SUR-32792
LR-11848,FRA-11848,5.86,UNCLASSIFIED,SUR-65492
LR-11849,FRA-11849,3.93,UNCLASSIFIED,SUR-25767
LR-11850,FRA-11850,6.31,COMMUNITY,SUR-28364
LR-11851,FRA-11851,3.83,COMMUNITY,SUR-94259
LR-11852,FRA-11852,1.88,FOREST,SUR-13450
LR-11853,FRA-11853,0.99,COMMUNITY,SUR-99567
LR-11854,FRA-11854,4.46,FOREST,SUR-43120
LR-11855,FRA-11855,5.33,UNCLASSIFIED,SUR-78941
LR-11856,FRA-11856,6.36,UNCLASSIFIED,SUR-65695
LR-11857,FRA-11857,0.81,REVENUE,SUR-86322
LR-11858,FRA-11858,3.95,FOREST,SUR-81931
LR-11859,FRA-11859,3.37,FOREST,SUR-28715
LR-11860,FRA-11860,5.97,FOREST,SUR-16919
LR-11861,FRA-11861,3.0,COMMUNITY,SUR-28101
LR-11862,FRA-11862,3.0,REVENUE,SUR-12502
LR-11863,FRA-11863,1.51,REVENUE,SUR-34142
LR-11864,FRA-11864,7.79,COMMUNITY,SUR-37403
LR-11865,FRA-11865,1.78,COMMUNITY,SUR-53979
LR-11866,FRA-11866,1.81,COMMUNITY,SUR-86500
LR-11867,FRA-11867,6.86,UNCLASSIFIED,SUR-91933
LR-11868,FRA-11868,5.29,REVENUE,SUR-60285
LR-11869,FRA-11869,1.45,FOREST,SUR-91210
LR-11870,FRA-11870,2.43,COMMUNITY,SUR-61617
LR-11871,FRA-11871,5.77,COMMUNITY,SUR-42747
LR-11872,FRA-11872,6.85,UNCLASSIFIED,SUR-94523
LR-11873,FRA-11873,2.05,UNCLASSIFIED,SUR-42289
LR-11874,FRA-11874,4.29,FOREST,SUR-64431
LR-11875,FRA-11875,1.3,REVENUE,SUR-13030
LR-11876,FRA-11876,1.79,UNCLASSIFIED,SUR-82599
LR-11877,FRA-11877,1.89,COMMUNITY,SUR-67936
LR-11878,FRA-11878,4.96,UNCLASSIFIED,SUR-36884
LR-11879,FRA-11879,2.16,REVENUE,SUR-94152
LR-11880,FRA-11880,3.74,COMMUNITY,SUR-38924
LR-11881,FRA-11881,3.17,COMMUNITY,SUR-86690
LR-11882,FRA-11882,4.07,COMMUNITY,SUR-79924
LR-11883,FRA-11883,5.2,REVENUE,SUR-14941
LR-11884,FRA-11884,7.71,FOREST,SUR-16233
LR-11885,FRA-11885,4.58,FOREST,SUR-19483
LR-11886,FRA-11886,6.36,COMMUNITY,SUR-30438
LR-11887,FRA-11887,4.28,FOREST,SUR-36923
LR-11888,FRA-11888,7.14,FOREST,SUR-86410
LR-11889,FRA-11889,7.3,FOREST,SUR-47922
LR-11890,FRA-11890,1.49,UNCLASSIFIED,SUR-76856
LR-11891,FRA-11891,1.02,FOREST,SUR-96195
LR-11892,FRA-11892,4.87,FOREST,SUR-53976
LR-11893,FRA-11893,5.23,COMMUNITY,SUR-33003
LR-11894,FRA-11894,4.95,COMMUNITY,SUR-78235
LR-11895,FRA-11895,7.78,COMMUNITY,SUR-66713
LR-11896,FRA-11896,3.15,FOREST,SUR-69727
LR-11897,FRA-11897,3.05,COMMUNITY,SUR-24579
LR-11898,FRA-11898,7.39,FOREST,SUR-10674
LR-11899,FRA-11899,6.03,FOREST,SUR-25953
LR-11900,FRA-11900,1.67,REVENUE,SUR-56912
LR-11901,FRA-11901,0.8,COMMUNITY,SUR-23340
LR-11902,FRA-11902,7.01,REVENUE,SUR-94296
LR-11903,FRA-11903,1.39,UNCLASSIFIED,SUR-78706
LR-11904,FRA-11904,6.6,COMMUNITY,SUR-20118
LR-11905,FRA-11905,7.59,UNCLASSIFIED,SUR-47727
LR-11906,FRA-11906,4.63,FOREST,SUR-98301
LR-11907,FRA-11907,2.16,UNCLASSIFIED,SUR-88153
LR-11908,FRA-11908,3.0,COMMUNITY,SUR-34454
LR-11909,FRA-11909,5.3,UNCLASSIFIED,SUR-11936
LR-11910,FRA-11910,0.51,COMMUNITY,SUR-28861
LR-11911,FRA-11911,2.84,COMMUNITY,SUR-35487
LR-11912,FRA-11912,2.44,FOREST,SUR-79665
LR-11913,FRA-11913,2.04,REVENUE,SUR-50345
LR-11914,FRA-11914,1.28,FOREST,SUR-60354
LR-11915,FRA-11915,1.67,COMMUNITY,SUR-98559
LR-11916,FRA-11916,5.5,FOREST,SUR-28326
LR-11917,FRA-11917,1.63,FOREST,SUR-49588
LR-11918,FRA-11918,1.39,REVENUE,SUR-72238
LR-11919,FRA-11919,0.7,COMMUNITY,SUR-79682
LR-11920,FRA-11920,5.03,REVENUE,SUR-74147
LR-11921,FRA-11921,0.66,REVENUE,SUR-54631
LR-11922,FRA-11922,7.35,REVENUE,SUR-39740
LR-11923,FRA-11923,5.54,FOREST,SUR-47337
LR-11924,FRA-11924,0.61,FOREST,SUR-20522
LR-11925,FRA-11925,3.37,FOREST,SUR-26386
LR-11926,FRA-11926,4.43,REVENUE,SUR-42231
LR-11927,FRA-11927,3.48,REVENUE,SUR-99647
LR-11928,FRA-11928,1.58,REVENUE,SUR-75271
LR-11929,FRA-11929,0.6,REVENUE,SUR-84684
LR-11930,FRA-11930,5.34,UNCLASSIFIED,SUR-59805
LR-11931,FRA-11931,2.37,FOREST,SUR-54672
LR-11932,FRA-11932,7.19,COMMUNITY,SUR-34115
LR-11933,FRA-11933,6.36,REVENUE,SUR-74095
LR-11934,FRA-11934,3.87,REVENUE,SUR-46527
LR-11935,FRA-11935,1.18,UNCLASSIFIED,SUR-52859
LR-11936,FRA-11936,5.71,REVENUE,SUR-88286
LR-11937,FRA-11937,5.3,COMMUNITY,SUR-10572
LR-11938,FRA-11938,4.76,UNCLASSIFIED,SUR-84348
LR-11939,FRA-11939,5.25,COMMUNITY,SUR-69347
LR-11940,FRA-11940,0.91,UNCLASSIFIED,SUR-62455
LR-11941,FRA-11941,1.6,FOREST,SUR-18829
LR-11942,FRA-11942,7.17,COMMUNITY,SUR-81190
LR-11943,FRA-11943,4.35,UNCLASSIFIED,SUR-75374
LR-11944,FRA-11944,5.53,FOREST,SUR-83700
LR-11945,FRA-11945,6.45,REVENUE,SUR-59047
LR-11946,FRA-11946,1.26,FOREST,SUR-38408
LR-11947,FRA-11947,2.19,UNCLASSIFIED,SUR-76711
LR-11948,FRA-11948,4.82,COMMUNITY,SUR-76281
LR-11949,FRA-11949,3.66,UNCLASSIFIED,SUR-81947
LR-11950,FRA-11950,7.29,REVENUE,SUR-73403
LR-11951,FRA-11951,3.58,UNCLASSIFIED,SUR-60512
LR-11952,FRA-11952,1.91,COMMUNITY,SUR-80295
LR-11953,FRA-11953,4.73,REVENUE,SUR-42435
LR-11954,FRA-11954,3.41,FOREST,SUR-18720
LR-11955,FRA-11955,4.57,FOREST,SUR-29873
LR-11956,FRA-11956,3.92,COMMUNITY,SUR-19126
LR-11957,FRA-11957,1.41,UNCLASSIFIED,SUR-34961
LR-11958,FRA-11958,5.34,REVENUE,SUR-73410
LR-11959,FRA-11959,6.91,UNCLASSIFIED,SUR-36007
LR-11960,FRA-11960,1.08,COMMUNITY,SUR-74075
LR-11961,FRA-11961,1.19,UNCLASSIFIED,SUR-24199
LR-11962,FRA-11962,6.03,REVENUE,SUR-35529
LR-11963,FRA-11963,1.75,COMMUNITY,SUR-35726
LR-11964,FRA-11964,6.69,FOREST,SUR-70116
LR-11965,FRA-11965,0.81,FOREST,SUR-22606
LR-11966,FRA-11966,0.56,COMMUNITY,SUR-71436
LR-11967,FRA-11967,2.82,REVENUE,SUR-24129
LR-11968,FRA-11968,2.4,COMMUNITY,SUR-98968
LR-11969,FRA-11969,7.89,COMMUNITY,SUR-29169
LR-11970,FRA-11970,6.86,FOREST,SUR-15163
LR-11971,FRA-11971,4.6,COMMUNITY,SUR-21274
LR-11972,FRA-11972,1.62,REVENUE,SUR-40732
LR-11973,FRA-11973,6.0,FOREST,SUR-14943
LR-11974,FRA-11974,4.55,FOREST,SUR-32739
LR-11975,FRA-11975,4.77,REVENUE,SUR-16470
LR-11976,FRA-11976,6.02,FOREST,SUR-28393
LR-11977,FRA-11977,6.57,REVENUE,SUR-19653
LR-11978,FRA-11978,2.13,UNCLASSIFIED,SUR-91098
LR-11979,FRA-11979,2.81,COMMUNITY,SUR-94887
LR-11980,FRA-11980,6.83,REVENUE,SUR-63630
LR-11981,FRA-11981,1.16,UNCLASSIFIED,SUR-32530
LR-11982,FRA-11982,6.58,FOREST,SUR-61796
LR-11983,FRA-11983,4.92,FOREST,SUR-27770
LR-11984,FRA-11984,2.89,COMMUNITY,SUR-79756
LR-11985,FRA-11985,5.77,REVENUE,SUR-84928
LR-11986,FRA-11986,3.54,COMMUNITY,SUR-78889
LR-11987,FRA-11987,5.46,UNCLASSIFIED,SUR-55820
LR-11988,FRA-11988,1.49,FOREST,SUR-18363
LR-11989,FRA-11989,1.8,REVENUE,SUR-31240
LR-11990,FRA-11990,4.51,REVENUE,SUR-12596
LR-11991,FRA-11991,2.5,COMMUNITY,SUR-13261
LR-11992,FRA-11992,5.01,UNCLASSIFIED,SUR-43516
LR-11993,FRA-11993,5.01,UNCLASSIFIED,SUR-95893
LR-11994,FRA-11994,7.29,COMMUNITY,SUR-83605
LR-11995,FRA-11995,3.44,COMMUNITY,SUR-77840
LR-11996,FRA-11996,3.14,UNCLASSIFIED,SUR-89964
LR-11997,FRA-11997,7.1,FOREST,SUR-50055
LR-11998,FRA-11998,2.44,REVENUE,SUR-84336
LR-11999,FRA-11999,1.63,FOREST,SUR-41678
LR-12000,FRA-12000,1.2,COMMUNITY,SUR-13035
LR-12001,FRA-12001,2.0,REVENUE,SUR-39333
LR-12002,FRA-12002,1.1,FOREST,SUR-46014
LR-12003,FRA-12003,2.44,COMMUNITY,SUR-24550
LR-12004,FRA-12004,4.67,UNCLASSIFIED,SUR-15371
LR-12005,FRA-12005,1.17,REVENUE,SUR-69474
LR-12006,FRA-12006,4.2,REVENUE,SUR-21386
LR-12007,FRA-12007,6.09,UNCLASSIFIED,SUR-13767
LR-12008,FRA-12008,1.68,UNCLASSIFIED,SUR-41522
LR-12009,FRA-12009,6.34,REVENUE,SUR-26389
LR-12010,FRA-12010,1.83,FOREST,SUR-50445
LR-12011,FRA-12011,1.51,FOREST,SUR-99066
LR-12012,FRA-12012,2.35,FOREST,SUR-24444
LR-12013,FRA-12013,2.52,REVENUE,SUR-67131
LR-12014,FRA-12014,4.99,COMMUNITY,SUR-12070
LR-12015,FRA-12015,1.5,REVENUE,SUR-31197
LR-12016,FRA-12016,0.88,REVENUE,SUR-62044
LR-12017,FRA-12017,5.81,UNCLASSIFIED,SUR-10128
LR-12018,FRA-12018,6.34,REVENUE,SUR-94698
LR-12019,FRA-12019,2.19,UNCLASSIFIED,SUR-69321
LR-12020,FRA-12020,0.57,COMMUNITY,SUR-49006
LR-12021,FRA-12021,3.59,REVENUE,SUR-68511
LR-12022,FRA-12022,2.23,REVENUE,SUR-80178
LR-12023,FRA-12023,6.35,FOREST,SUR-93515
LR-12024,FRA-12024,5.59,UNCLASSIFIED,SUR-88673
LR-12025,FRA-12025,4.04,FOREST,SUR-16600
LR-12026,FRA-12026,3.3,REVENUE,SUR-38402
LR-12027,FRA-12027,6.44,COMMUNITY,SUR-57627
LR-12028,FRA-12028,3.14,UNCLASSIFIED,SUR-99699
LR-12029,FRA-12029,6.3,UNCLASSIFIED,SUR-60027
LR-12030,FRA-12030,4.08,COMMUNITY,SUR-16099
LR-12031,FRA-12031,3.06,UNCLASSIFIED,SUR-36842
LR-12032,FRA-12032,6.29,FOREST,SUR-59098
LR-12033,FRA-12033,5.61,COMMUNITY,SUR-60895
LR-12034,FRA-12034,3.72,FOREST,SUR-46477
LR-12035,FRA-12035,5.99,REVENUE,SUR-87838
LR-12036,FRA-12036,1.97,REVENUE,SUR-85891
LR-12037,FRA-12037,2.4,UNCLASSIFIED,SUR-95459
LR-12038,FRA-12038,2.36,COMMUNITY,SUR-31132
LR-12039,FRA-12039,7.03,FOREST,SUR-11233
LR-12040,FRA-12040,6.36,COMMUNITY,SUR-56189
LR-12041,FRA-12041,4.94,REVENUE,SUR-78885
LR-12042,FRA-12042,4.67,FOREST,SUR-75482
LR-12043,FRA-12043,3.49,REVENUE,SUR-20077
LR-12044,FRA-12044,5.59,REVENUE,SUR-88823
LR-12045,FRA-12045,2.95,FOREST,SUR-30073
LR-12046,FRA-12046,7.45,FOREST,SUR-88669
LR-12047,FRA-12047,6.33,FOREST,SUR-33880
LR-12048,FRA-12048,2.23,COMMUNITY,SUR-51725
LR-12049,FRA-12049,2.4,COMMUNITY,SUR-91495
LR-12050,FRA-12050,6.29,REVENUE,SUR-24104
LR-12051,FRA-12051,7.88,REVENUE,SUR-91487
LR-12052,FRA-12052,1.48,COMMUNITY,SUR-27380
LR-12053,FRA-12053,5.54,REVENUE,SUR-34225
LR-12054,FRA-12054,6.58,COMMUNITY,SUR-30355
LR-12055,FRA-12055,5.42,FOREST,SUR-97596
LR-12056,FRA-12056,7.14,COMMUNITY,SUR-35218
LR-12057,FRA-12057,0.75,FOREST,SUR-76659
LR-12058,FRA-12058,5.04,REVENUE,SUR-14618
LR-12059,FRA-12059,1.32,REVENUE,SUR-40371
LR-12060,FRA-12060,6.79,REVENUE,SUR-50048
LR-12061,FRA-12061,3.34,COMMUNITY,SUR-98414
LR-12062,FRA-12062,3.7,COMMUNITY,SUR-14886
LR-12063,FRA-12063,2.65,COMMUNITY,SUR-55026
LR-12064,FRA-12064,6.43,COMMUNITY,SUR-89793
LR-12065,FRA-12065,3.83,UNCLASSIFIED,SUR-63065
LR-12066,FRA-12066,1.82,UNCLASSIFIED,SUR-37822
LR-12067,FRA-12067,3.48,UNCLASSIFIED,SUR-12149
LR-12068,FRA-12068,7.17,FOREST,SUR-20589
LR-12069,FRA-12069,2.95,COMMUNITY,SUR-20036
LR-12070,FRA-12070,3.95,COMMUNITY,SUR-37195
LR-12071,FRA-12071,3.06,COMMUNITY,SUR-63603
LR-12072,FRA-12072,0.86,UNCLASSIFIED,SUR-19450
LR-12073,FRA-12073,2.49,COMMUNITY,SUR-74291
LR-12074,FRA-12074,7.24,REVENUE,SUR-63373
LR-12075,FRA-12075,4.05,REVENUE,SUR-67576
LR-12076,FRA-12076,6.17,UNCLASSIFIED,SUR-70249
LR-12077,FRA-12077,2.73,COMMUNITY,SUR-37693
LR-12078,FRA-12078,5.66,REVENUE,SUR-58599
LR-12079,FRA-12079,7.3,UNCLASSIFIED,SUR-32683
LR-12080,FRA-12080,4.56,UNCLASSIFIED,SUR-74998
LR-12081,FRA-12081,2.48,COMMUNITY,SUR-34937
LR-12082,FRA-12082,5.76,COMMUNITY,SUR-29699
LR-12083,FRA-12083,3.57,REVENUE,SUR-17785
LR-12084,FRA-12084,6.95,REVENUE,SUR-41741
LR-12085,FRA-12085,6.49,REVENUE,SUR-63951
LR-12086,FRA-12086,7.21,FOREST,SUR-17855
LR-12087,FRA-12087,3.34,UNCLASSIFIED,SUR-51203
LR-12088,FRA-12088,2.2,UNCLASSIFIED,SUR-68809
LR-12089,FRA-12089,3.74,UNCLASSIFIED,SUR-81769
